name,type,sponsoring_org,dates,iana_url
.москва,generic,Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID),"Record last updated 2016-02-11.Registration date 2014-04-17.",https://www.iana.org/domains/root/db/xn--80adxhks.html
.испытание,test,Internet Assigned Numbers Authority,"Record last updated 2013-10-31.Registration date 2007-10-19.",https://www.iana.org/domains/root/db/xn--80akhbyknj4f.html
.қаз,country-code,Association of IT Companies of Kazakhstan,"Record last updated 2014-12-30.Registration date 2011-09-15.",https://www.iana.org/domains/root/db/xn--80ao21a.html
.онлайн,generic,CORE Association,"Record last updated 2015-03-31.Registration date 2013-10-21.",https://www.iana.org/domains/root/db/xn--80asehdb.html
.сайт,generic,CORE Association,"Record last updated 2015-03-31.Registration date 2013-10-21.",https://www.iana.org/domains/root/db/xn--80aswg.html
.联通,generic,China United Network Communications Corporation Limited,"Record last updated 2016-02-06.Registration date 2015-12-10.",https://www.iana.org/domains/root/db/xn--8y0a063a.html
.срб,country-code,Serbian National Internet Domain Registry (RNIDS),"Record last updated 2014-08-29.Registration date 2011-02-05.",https://www.iana.org/domains/root/db/xn--90a3ac.html
.бг,country-code,Imena.BG Plc (NAMES.BG Plc),"Record last updated 2016-07-02.Registration date 2016-03-05.",https://www.iana.org/domains/root/db/xn--90ae.html
.бел,country-code,"Reliable Software, Ltd.","Record last updated 2015-12-08.Registration date 2014-09-29.",https://www.iana.org/domains/root/db/xn--90ais.html
‏.קום‎,generic,VeriSign Sarl,"Record last updated 2016-03-03.Registration date 2015-07-02.",https://www.iana.org/domains/root/db/xn--9dbq2a.html
.时尚,generic,RISE VICTORY LIMITED,"Record last updated 2016-03-17.Registration date 2015-03-12.",https://www.iana.org/domains/root/db/xn--9et52u.html
.微博,generic,Sina Corporation,"Record last updated 2016-04-06.Registration date 2016-02-29.",https://www.iana.org/domains/root/db/xn--9krt00a.html
.테스트,test,Internet Assigned Numbers Authority,"Record last updated 2013-10-31.Registration date 2007-10-19.",https://www.iana.org/domains/root/db/xn--9t4b11yi5a.html
.淡马锡,generic,Temasek Holdings (Private) Limited,"Record last updated 2015-04-03.Registration date 2014-12-18.",https://www.iana.org/domains/root/db/xn--b4w605ferd.html
.ファッション,generic,"Amazon Registry Services, Inc.","Record last updated 2016-02-22.Registration date 2016-01-29.",https://www.iana.org/domains/root/db/xn--bck1b9a5dre4c.html
.орг,generic,Public Interest Registry,"Record last updated 2016-05-09.Registration date 2014-02-27.",https://www.iana.org/domains/root/db/xn--c1avg.html
.नेट,generic,VeriSign Sarl,"Record last updated 2016-03-03.Registration date 2015-07-02.",https://www.iana.org/domains/root/db/xn--c2br7g.html
.ストア,generic,"Amazon Registry Services, Inc.","Record last updated 2016-02-19.Registration date 2016-01-29.",https://www.iana.org/domains/root/db/xn--cck2b3b.html
.삼성,generic,"SAMSUNG SDS CO., LTD","Record last updated 2015-12-09.Registration date 2013-12-12.",https://www.iana.org/domains/root/db/xn--cg4bki.html
.சிங்கப்பூர்,country-code,Singapore Network Information Centre (SGNIC) Pte Ltd,"Record last updated 2015-12-14.Registration date 2011-02-05.",https://www.iana.org/domains/root/db/xn--clchc0ea0b2g2a9gcd.html
.商标,generic,HU YI GLOBAL INFORMATION RESOURCES(HOLDING) COMPANY.HONGKONG LIMITED,"Record last updated 2014-05-22.Registration date 2014-05-08.",https://www.iana.org/domains/root/db/xn--czr694b.html
.商店,generic,"Wild Island, LLC","Record last updated 2015-06-24.Registration date 2014-11-20.",https://www.iana.org/domains/root/db/xn--czrs0t.html
.商城,generic,Zodiac Aquarius Limited,"Record last updated 2014-07-26.Registration date 2014-02-27.",https://www.iana.org/domains/root/db/xn--czru2d.html
.дети,generic,The Foundation for Network Initiatives “The Smart Internet”,"Record last updated 2016-07-14.Registration date 2014-02-13.",https://www.iana.org/domains/root/db/xn--d1acj3b.html
.мкд,country-code,Macedonian Academic Research Network Skopje,"Record last updated 2014-10-24.Registration date 2014-04-21.",https://www.iana.org/domains/root/db/xn--d1alf.html
‏.טעסט‎,test,Internet Assigned Numbers Authority,"Record last updated 2013-10-31.Registration date 2007-10-19.",https://www.iana.org/domains/root/db/xn--deba0ad.html
.ею,country-code,EURid vzw/asbl,"Record last updated 2016-02-12.Registration date 2015-12-08.",https://www.iana.org/domains/root/db/xn--e1a4c.html
.ポイント,generic,"Amazon Registry Services, Inc.","Record last updated 2015-12-14.Registration date 2015-11-25.",https://www.iana.org/domains/root/db/xn--eckvdtc9d.html
.新闻,generic,Xinhua News Agency Guangdong Branch 新华通讯社广东分社,"Record last updated 2015-08-24.Registration date 2015-08-06.",https://www.iana.org/domains/root/db/xn--efvy88h.html
.工行,generic,Industrial and Commercial Bank of China Limited,"Record last updated 2015-05-07.Registration date 2015-04-23.",https://www.iana.org/domains/root/db/xn--estv75g.html
.家電,generic,"Amazon Registry Services, Inc.","Record last updated 2016-03-25.Registration date 2016-03-18.",https://www.iana.org/domains/root/db/xn--fct429k.html
‏.كوم‎,generic,VeriSign Sarl,"Record last updated 2016-03-03.Registration date 2015-07-02.",https://www.iana.org/domains/root/db/xn--fhbei.html
.中文网,generic,TLD REGISTRY LIMITED,"Record last updated 2016-07-07.Registration date 2013-12-19.",https://www.iana.org/domains/root/db/xn--fiq228c5hs.html
.中信,generic,CITIC Group Corporation,"Record last updated 2014-01-22.Registration date 2014-01-09.",https://www.iana.org/domains/root/db/xn--fiq64b.html
.中国,country-code,China Internet Network Information Center (CNNIC),"Record last updated 2015-06-19.Registration date 2010-07-09.",https://www.iana.org/domains/root/db/xn--fiqs8s.html
.中國,country-code,China Internet Network Information Center (CNNIC),"Record last updated 2015-06-19.Registration date 2010-07-09.",https://www.iana.org/domains/root/db/xn--fiqz9s.html
.娱乐,generic,"Will Bloom, LLC","Record last updated 2015-06-24.Registration date 2014-07-17.",https://www.iana.org/domains/root/db/xn--fjq720a.html
.谷歌,generic,Charleston Road Registry Inc.,"Record last updated 2016-08-12.Registration date 2014-10-09.",https://www.iana.org/domains/root/db/xn--flw351e.html
.భారత్,country-code,National Internet Exchange of India,"Record last updated 2016-08-13.Registration date 2011-02-05.",https://www.iana.org/domains/root/db/xn--fpcrj9c3d.html
.ලංකා,country-code,LK Domain Registry,"Record last updated 2011-09-22.Registration date 2010-08-19.",https://www.iana.org/domains/root/db/xn--fzc2c9e2c.html
.電訊盈科,generic,PCCW Enterprises Limited,"Record last updated 2016-05-11.Registration date 2016-04-15.",https://www.iana.org/domains/root/db/xn--fzys8d69uvgm.html
.购物,generic,Minds + Machines Group Limited,"Record last updated 2016-01-19.Registration date 2016-01-08.",https://www.iana.org/domains/root/db/xn--g2xx48c.html
.測試,test,Internet Assigned Numbers Authority,"Record last updated 2013-10-31.Registration date 2007-10-19.",https://www.iana.org/domains/root/db/xn--g6w251d.html
.クラウド,generic,"Amazon Registry Services, Inc.","Record last updated 2016-02-19.Registration date 2016-01-29.",https://www.iana.org/domains/root/db/xn--gckr3f0f.html
.ભારત,country-code,National Internet Exchange of India,"Record last updated 2016-08-13.Registration date 2011-02-05.",https://www.iana.org/domains/root/db/xn--gecrj9c.html
.भारतम्,country-code,Not assigned,"Registration date 2016-08-15.",https://www.iana.org/domains/root/db/xn--h2breg3eve.html
.भारत,country-code,National Internet Exchange of India,"Record last updated 2016-08-13.Registration date 2011-02-05.",https://www.iana.org/domains/root/db/xn--h2brj9c.html
.भारोत,country-code,Not assigned,"Registration date 2016-08-15.",https://www.iana.org/domains/root/db/xn--h2brj9c8c.html
‏.آزمایشی‎,test,Internet Assigned Numbers Authority,"Record last updated 2013-10-31.Registration date 2007-10-19.",https://www.iana.org/domains/root/db/xn--hgbk6aj7f53bba.html
.பரிட்சை,test,Internet Assigned Numbers Authority,"Record last updated 2013-10-31.Registration date 2007-10-19.",https://www.iana.org/domains/root/db/xn--hlcj6aya9esc7a.html
.网店,generic,Zodiac Libra Limited,"Record last updated 2014-12-02.Registration date 2014-11-20.",https://www.iana.org/domains/root/db/xn--hxt814e.html
.संगठन,generic,Public Interest Registry,"Record last updated 2016-05-09.Registration date 2014-02-27.",https://www.iana.org/domains/root/db/xn--i1b6b1a6a2e.html
.餐厅,generic,HU YI GLOBAL INFORMATION RESOURCES (HOLDING) COMPANY. HONGKONG LIMITED,"Record last updated 2015-06-01.Registration date 2015-05-08.",https://www.iana.org/domains/root/db/xn--imr513n.html
.网络,generic,Computer Network Information Center of Chinese Academy of Sciences （China Internet Network Information Center）,"Record last updated 2014-01-20.Registration date 2014-01-09.",https://www.iana.org/domains/root/db/xn--io0a7i.html
.ком,generic,VeriSign Sarl,"Record last updated 2016-03-03.Registration date 2015-07-02.",https://www.iana.org/domains/root/db/xn--j1aef.html
.укр,country-code,"Ukrainian Network Information Centre (UANIC), Inc.","Record last updated 2014-07-28.Registration date 2011-03-01.",https://www.iana.org/domains/root/db/xn--j1amh.html
.香港,country-code,Hong Kong Internet Registration Corporation Ltd.,"Record last updated 2016-03-01.Registration date 2010-07-12.",https://www.iana.org/domains/root/db/xn--j6w193g.html
.诺基亚,generic,Nokia Corporation,"Record last updated 2015-12-18.Registration date 2015-04-23.",https://www.iana.org/domains/root/db/xn--jlq61u9w7b.html
.食品,generic,"Amazon Registry Services, Inc.","Record last updated 2016-02-22.Registration date 2016-01-29.",https://www.iana.org/domains/root/db/xn--jvr189m.html
.δοκιμή,test,Internet Assigned Numbers Authority,"Record last updated 2013-10-31.Registration date 2007-10-19.",https://www.iana.org/domains/root/db/xn--jxalpdlp.html
.飞利浦,generic,Koninklijke Philips N.V.,"Record last updated 2015-10-08.Registration date 2015-02-13.",https://www.iana.org/domains/root/db/xn--kcrx77d1x4a.html
‏.إختبار‎,test,Internet Assigned Numbers Authority,"Record last updated 2013-10-31.Registration date 2007-10-19.",https://www.iana.org/domains/root/db/xn--kgbechtv.html
.台湾,country-code,Taiwan Network Information Center (TWNIC),"Record last updated 2012-02-22.Registration date 2010-07-14.",https://www.iana.org/domains/root/db/xn--kprw13d.html
.台灣,country-code,Taiwan Network Information Center (TWNIC),"Record last updated 2012-02-22.Registration date 2010-07-14.",https://www.iana.org/domains/root/db/xn--kpry57d.html
.手表,generic,Richemont DNS Inc.,"Record last updated 2015-12-17.Registration date 2015-11-12.",https://www.iana.org/domains/root/db/xn--kpu716f.html
.手机,generic,"Beijing RITT-Net Technology Development Co., Ltd","Record last updated 2016-02-22.Registration date 2014-06-05.",https://www.iana.org/domains/root/db/xn--kput3i.html
.мон,country-code,"Datacom Co.,Ltd","Record last updated 2014-11-04.Registration date 2012-06-21.",https://www.iana.org/domains/root/db/xn--l1acc.html
‏.الجزائر‎,country-code,CERIST,"Record last updated 2011-05-03.Registration date 2011-02-05.",https://www.iana.org/domains/root/db/xn--lgbbat1ad8j.html
‏.عمان‎,country-code,Telecommunications Regulatory Authority (TRA),"Record last updated 2015-12-29.Registration date 2011-02-05.",https://www.iana.org/domains/root/db/xn--mgb9awbf.html
‏.ارامكو‎,generic,Aramco Services Company,"Record last updated 2015-10-15.Registration date 2015-08-20.",https://www.iana.org/domains/root/db/xn--mgba3a3ejt.html
‏.ایران‎,country-code,Institute for Research in Fundamental Sciences (IPM),"Record last updated 2013-10-09.Registration date 2011-02-05.",https://www.iana.org/domains/root/db/xn--mgba3a4f16a.html
‏.العليان‎,generic,Crescent Holding GmbH,"Record last updated 2016-05-03.Registration date 2016-04-21.",https://www.iana.org/domains/root/db/xn--mgba7c0bbn0a.html
‏.امارات‎,country-code,Telecommunications Regulatory Authority (TRA),"Record last updated 2011-03-10.Registration date 2010-05-05.",https://www.iana.org/domains/root/db/xn--mgbaam7a8h.html
‏.بازار‎,generic,CORE Association,"Record last updated 2015-03-31.Registration date 2014-02-06.",https://www.iana.org/domains/root/db/xn--mgbab2bd.html
‏.پاکستان‎,country-code,Not assigned,"Record last updated 2016-04-25.Registration date 2011-02-28.",https://www.iana.org/domains/root/db/xn--mgbai9azgqp6j.html
‏.الاردن‎,country-code,National Information Technology Center (NITC),"Record last updated 2016-03-14.Registration date 2010-08-20.",https://www.iana.org/domains/root/db/xn--mgbayh7gpa.html
‏.موبايلي‎,generic,GreenTech Consultancy Company W.L.L.,"Record last updated 2015-12-23.Registration date 2015-12-03.",https://www.iana.org/domains/root/db/xn--mgbb9fbpob.html
‏.بارت‎,country-code,Not assigned,"Registration date 2016-08-15.",https://www.iana.org/domains/root/db/xn--mgbbh1a.html
‏.بھارت‎,country-code,National Internet Exchange of India,"Record last updated 2016-08-13.Registration date 2011-02-05.",https://www.iana.org/domains/root/db/xn--mgbbh1a71e.html
‏.المغرب‎,country-code,Agence Nationale de Réglementation des Télécommunications (ANRT),"Record last updated 2012-06-23.Registration date 2011-02-05.",https://www.iana.org/domains/root/db/xn--mgbc0a9azcg.html
‏.ابوظبي‎,generic,Abu Dhabi Systems and Information Centre,"Record last updated 2016-04-06.Registration date 2016-03-03.",https://www.iana.org/domains/root/db/xn--mgbca7dzdo.html
‏.السعودية‎,country-code,Communications and Information Technology Commission,"Record last updated 2016-06-20.Registration date 2010-05-05.",https://www.iana.org/domains/root/db/xn--mgberp4a5d4ar.html
